id,popularity,revenue,status,vote_average,vote_count,trend_day
482373,1422.709,45000000,Released,7.7,672,2021-09-21
840427,15.057,0,Released,6.1,22,2021-09-21
855823,191.224,0,Released,7.4,92,2021-09-21
585216,1449.56,44888959,Released,7.1,346,2021-09-21
631843,675.375,84524080,Released,6.7,745,2021-09-22
637534,272.244,0,Released,8.0,255,2021-09-22
565028,920.339,66692490,Released,6.6,276,2021-09-22
749274,528.895,0,Released,7.2,76,2021-09-22
785752,34.23,0,Released,7.7,5,2021-09-22
438631,456.28,39000000,Released,8.2,649,2021-09-22
497698,1520.206,370037090,Released,7.8,5085,2021-09-22
566525,1960.058,306000000,Released,7.9,968,2021-09-22
739990,423.613,0,Released,7.0,84,2021-09-22
385128,967.872,714392860,Released,7.5,3703,2021-09-22
680531,159.397,0,Released,7.5,51,2021-09-22
579047,192.092,18717947,Released,7.1,629,2021-09-22
482373,1177.615,45000000,Released,7.7,691,2021-09-22
858064,47.309,0,Released,7.7,3,2021-09-22
619778,1304.193,15070000,Released,7.2,542,2021-09-22
436969,2126.78,166470323,Released,7.9,3968,2021-09-22
597891,2247.437,0,Released,6.8,407,2021-09-22
523638,163.347,0,Released,5.7,74,2021-09-22
624899,78.135,0,Released,6.7,33,2021-09-22
840427,21.08,0,Released,6.1,22,2021-09-22
785752,47.922,0,Released,7.0,20,2021-09-23
631843,945.525,89500000,Released,6.7,771,2021-09-23
550988,719.674,302000000,Released,7.7,694,2021-09-23
438631,386.638,39000000,Released,8.2,712,2021-09-23
565028,1287.4,66692490,Released,6.6,294,2021-09-23
637534,381.142,0,Released,8.0,268,2021-09-23
749274,605.258,0,Released,7.1,81,2021-09-23
385128,947.289,714392860,Released,7.5,3723,2021-09-23
497698,1340.572,370037090,Released,7.7,5092,2021-09-23
579047,173.251,18717947,Released,7.2,635,2021-09-23
566525,1853.864,306000000,Released,7.9,987,2021-09-23
585216,1110.157,44888959,Released,7.1,368,2021-09-23
739990,593.058,0,Released,7.0,88,2021-09-23
568620,392.923,36964325,Released,7.0,461,2021-09-23
619778,1217.684,24640084,Released,7.2,557,2021-09-23
482373,1032.94,45000000,Released,7.7,709,2021-09-23
436969,2017.497,166470323,Released,7.9,3987,2021-09-23
858064,66.233,0,Released,7.7,7,2021-09-23
597891,2069.411,0,Released,6.8,426,2021-09-23
680531,223.156,0,Released,7.5,56,2021-09-23
550988,1007.544,302000000,Released,7.8,773,2021-09-24
785752,67.091,0,Released,6.9,47,2021-09-24
631843,1323.735,89500000,Released,6.7,809,2021-09-24
667969,35.556,0,Released,5.7,3,2021-09-24
438631,395.483,39000000,Released,8.2,774,2021-09-24
468225,13.66,0,Released,6.5,2,2021-09-24
565028,1091.487,66692490,Released,6.6,302,2021-09-24
497698,1291.674,378000000,Released,7.7,5105,2021-09-24
385128,971.145,714392860,Released,7.5,3743,2021-09-24
749274,500.38,0,Released,7.1,89,2021-09-24
637534,533.599,0,Released,8.0,276,2021-09-24
683641,11.743,0,Released,5.0,1,2021-09-24
585216,1065.645,44888959,Released,7.1,381,2021-09-24
579047,164.911,18717947,Released,7.2,641,2021-09-24
566525,1746.898,324000000,Released,7.9,1005,2021-09-24
482373,899.728,45000000,Released,7.7,722,2021-09-24
597316,89.218,0,Released,0.0,0,2021-09-24
436969,1980.949,166470323,Released,7.9,4015,2021-09-24
568620,550.092,36964325,Released,7.0,465,2021-09-24
739990,830.281,0,Released,6.9,93,2021-09-24
550988,1410.562,302000000,Released,7.8,857,2021-09-25
468225,19.124,0,Released,7.1,10,2021-09-25
785752,93.927,0,Released,6.7,62,2021-09-25
667969,49.778,0,Released,7.0,9,2021-09-25
631843,1853.229,89500000,Released,6.7,844,2021-09-25
597316,124.905,0,Released,8.9,15,2021-09-25
438631,400.102,39000000,Released,8.2,836,2021-09-25
585216,1001.265,44888959,Released,7.1,396,2021-09-25
385128,1003.758,714392860,Released,7.5,3764,2021-09-25
497698,1302.136,378000000,Released,7.7,5117,2021-09-25
565028,993.93,66692490,Released,6.6,316,2021-09-25
683641,16.44,0,Released,5.5,2,2021-09-25
581726,881.761,0,Released,7.4,1095,2021-09-25
749274,471.531,0,Released,7.1,93,2021-09-25
579047,199.545,18717947,Released,7.2,648,2021-09-25
566525,1719.819,324000000,Released,7.8,1022,2021-09-25
637534,747.039,0,Released,8.0,284,2021-09-25
436969,2002.161,166470323,Released,7.9,4040,2021-09-25
482373,880.886,45000000,Released,7.7,731,2021-09-25
568620,770.129,36964325,Released,7.0,467,2021-09-25
550988,1974.787,304734071,Released,7.8,978,2021-09-26
468225,26.774,0,Released,7.3,17,2021-09-26
785752,131.498,0,Released,6.6,88,2021-09-26
667969,69.689,0,Released,7.3,12,2021-09-26
597316,174.867,0,Released,8.7,26,2021-09-26
631843,2594.521,89500000,Released,6.8,878,2021-09-26
585216,1146.106,44888959,Released,7.1,410,2021-09-26
438631,407.624,39000000,Released,8.2,903,2021-09-26
497698,1434.802,378328978,Released,7.7,5143,2021-09-26
581726,978.437,0,Released,7.4,1113,2021-09-26
385128,1102.779,714392860,Released,7.5,3785,2021-09-26
579047,233.177,18717947,Released,7.2,658,2021-09-26
566525,1987.276,330883056,Released,7.8,1039,2021-09-26
683641,23.016,0,Released,5.5,2,2021-09-26
749274,469.066,0,Released,7.0,101,2021-09-26
565028,1060.428,66692490,Released,6.6,330,2021-09-26
436969,2200.687,166470323,Released,7.9,4066,2021-09-26
637534,1045.855,0,Released,8.0,290,2021-09-26
608804,52.706,0,Released,6.2,27,2021-09-26
580489,989.217,0,In Production,0.0,0,2021-09-26
550988,2764.702,317000000,Released,7.8,1117,2021-09-27
468225,37.484,0,Released,7.5,32,2021-09-27
785752,184.097,0,Released,6.5,113,2021-09-27
667969,97.565,0,Released,7.6,17,2021-09-27
631843,3398.704,89500000,Released,6.7,921,2021-09-27
597316,244.814,0,Released,8.3,39,2021-09-27
585216,1369.379,44888959,Released,7.1,428,2021-09-27
438631,420.311,76500000,Released,8.2,967,2021-09-27
497698,1647.649,378328978,Released,7.7,5163,2021-09-27
579047,292.259,18717947,Released,7.1,667,2021-09-27
385128,1353.205,714392860,Released,7.5,3800,2021-09-27
566525,2600.165,363000000,Released,7.8,1067,2021-09-27
608804,73.788,0,Released,6.5,44,2021-09-27
565028,1205.684,71000000,Released,6.6,340,2021-09-27
436969,2599.611,166470323,Released,7.9,4099,2021-09-27
581726,1137.288,0,Released,7.4,1123,2021-09-27
749274,499.417,0,Released,7.0,111,2021-09-27
370172,244.793,0,Released,5.0,2,2021-09-27
580489,1224.728,0,Released,8.8,11,2021-09-27
637534,1464.197,0,Released,8.0,306,2021-09-27
550988,3870.583,317000000,Released,7.9,1247,2021-09-28
468225,52.478,0,Released,7.4,39,2021-09-28
585216,1104.718,44888959,Released,7.1,441,2021-09-28
785752,257.736,0,Released,6.4,127,2021-09-28
597316,342.74,0,Released,8.1,45,2021-09-28
438631,357.744,76500000,Released,8.2,1027,2021-09-28
631843,2622.428,89500000,Released,6.7,942,2021-09-28
667969,136.591,0,Released,7.0,21,2021-09-28
608804,103.303,0,Released,6.7,60,2021-09-28
497698,1428.273,378328978,Released,7.7,5186,2021-09-28
385128,1175.336,716000000,Released,7.5,3820,2021-09-28
370172,251.777,0,Released,4.8,6,2021-09-28
579047,268.209,18717947,Released,7.1,676,2021-09-28
580489,1038.701,0,Released,8.4,14,2021-09-28
566525,2330.572,363000000,Released,7.8,1078,2021-09-28
565028,918.056,71000000,Released,6.6,349,2021-09-28
436969,2223.745,166470323,Released,7.9,4128,2021-09-28
581726,898.913,0,Released,7.4,1129,2021-09-28
749274,371.678,0,Released,6.9,116,2021-09-28
800305,94.55,0,Released,6.5,60,2021-09-28
550988,5418.816,317000000,Released,8.0,1383,2021-09-29
740925,36.212,0,Released,6.7,3,2021-09-29
370172,352.488,0,Released,6.6,11,2021-09-29
468225,73.469,0,Released,7.3,44,2021-09-29
585216,864.166,44888959,Released,7.0,457,2021-09-29
438631,324.456,76500000,Released,8.2,1069,2021-09-29
785752,360.83,0,Released,6.4,139,2021-09-29
580489,925.142,0,Released,8.6,17,2021-09-29
608804,144.624,0,Released,6.6,69,2021-09-29
631843,1877.482,89500000,Released,6.7,974,2021-09-29
797594,10.543,0,Released,7.8,10,2021-09-29
597316,479.836,0,Released,8.2,50,2021-09-29
497698,935.764,378328978,Released,7.7,5198,2021-09-29
385128,1077.121,716000000,Released,7.5,3831,2021-09-29
667969,191.227,0,Released,7.0,26,2021-09-29
568620,2958.528,36964325,Released,7.0,501,2021-09-29
566525,1937.308,363000000,Released,7.8,1097,2021-09-29
776909,39.603,0,Released,0.0,0,2021-09-29
436969,1415.16,166470323,Released,7.8,4143,2021-09-29
869617,26.809,0,Released,0.0,0,2021-09-29
550988,7586.342,317000000,Released,8.0,1521,2021-09-30
740925,50.697,0,Released,6.1,17,2021-09-30
370172,422.948,0,Released,6.4,21,2021-09-30
776909,55.444,0,Released,5.4,7,2021-09-30
869617,37.533,0,Released,6.5,8,2021-09-30
580489,1295.199,0,Released,8.2,31,2021-09-30
438631,294.923,76500000,Released,8.2,1120,2021-09-30
585216,829.631,44888959,Released,7.1,467,2021-09-30
451048,1186.754,209000000,Released,7.8,2761,2021-09-30
468225,102.857,0,Released,7.3,48,2021-09-30
497698,872.686,378328978,Released,7.7,5213,2021-09-30
568620,4141.939,36964325,Released,7.0,510,2021-09-30
797594,14.76,0,Released,7.3,17,2021-09-30
436969,1259.968,166470323,Released,7.8,4158,2021-09-30
385128,1017.979,716000000,Released,7.5,3845,2021-09-30
785752,505.162,0,Released,6.4,148,2021-09-30
597316,671.77,0,Released,8.2,56,2021-09-30
566525,1658.245,363000000,Released,7.8,1111,2021-09-30
631843,1704.936,89500000,Released,6.7,986,2021-09-30
608804,202.474,0,Released,6.7,73,2021-09-30
550988,10620.879,317000000,Released,8.0,1633,2021-10-01
740925,70.976,0,Released,5.6,32,2021-10-01
370172,577.304,0,Released,7.2,63,2021-10-01
567748,65.161,0,Released,7.2,83,2021-10-01
580489,1813.279,0,Released,7.3,56,2021-10-01
869617,52.546,0,Released,6.4,11,2021-10-01
776909,77.622,0,Released,5.8,10,2021-10-01
639721,102.252,0,Released,5.2,5,2021-10-01
628914,13.964,0,Released,7.0,8,2021-10-01
524369,33.546,0,Released,6.5,9,2021-10-01
767504,29.845,0,Released,5.0,1,2021-10-01
643532,40.034,2829211,Released,6.6,97,2021-10-01
802226,34.735,0,Released,0.0,0,2021-10-01
451048,1168.002,209000000,Released,7.8,2773,2021-10-01
497698,906.871,378328978,Released,7.7,5223,2021-10-01
438631,318.314,76500000,Released,8.1,1160,2021-10-01
585216,797.499,44888959,Released,7.1,474,2021-10-01
385128,1059.692,716000000,Released,7.5,3863,2021-10-01
468225,144.0,0,Released,7.2,52,2021-10-01
568620,5798.715,36964325,Released,7.0,512,2021-10-01
550988,11660.794,317000000,Released,8.0,1767,2021-10-02
567748,91.225,0,Released,7.1,167,2021-10-02
639721,143.153,0,Released,6.3,14,2021-10-02
524369,46.964,0,Released,6.7,18,2021-10-02
370172,724.041,0,Released,7.1,104,2021-10-02
740925,99.366,0,Released,6.4,58,2021-10-02
580489,2538.591,0,Released,7.3,81,2021-10-02
767504,41.783,0,Released,5.7,6,2021-10-02
802226,48.629,0,Released,6.0,5,2021-10-02
857702,70.644,0,Released,7.3,4,2021-10-02
628914,19.55,0,Released,7.5,13,2021-10-02
860623,10.137,0,In Production,0.0,0,2021-10-02
643532,56.048,2829211,Released,6.7,105,2021-10-02
385128,1060.07,716000000,Released,7.5,3875,2021-10-02
785527,37.17,0,Released,8.5,2,2021-10-02
869617,73.564,0,Released,6.7,18,2021-10-02
451048,1138.085,209000000,Released,7.8,2785,2021-10-02
776909,108.671,0,Released,5.8,12,2021-10-02
874562,36.023,0,Released,6.0,1,2021-10-02
843241,120.672,0,Released,8.5,74,2021-10-02
550988,12439.174,317000000,Released,8.0,1888,2021-10-03
567748,127.715,0,Released,6.9,264,2021-10-03
639721,200.414,0,Released,7.0,35,2021-10-03
524369,65.75,0,Released,6.8,35,2021-10-03
370172,890.432,51000000,Released,7.3,148,2021-10-03
580489,3554.027,37000000,Released,7.3,128,2021-10-03
767504,58.496,0,Released,5.7,12,2021-10-03
740925,139.112,0,Released,6.3,81,2021-10-03
857702,98.902,0,Released,6.7,9,2021-10-03
802226,68.081,0,Released,5.6,10,2021-10-03
385128,1188.998,716000000,Released,7.5,3891,2021-10-03
643532,78.467,2829211,Released,6.7,108,2021-10-03
628914,27.37,0,Released,7.3,17,2021-10-03
451048,1398.893,209000000,Released,7.8,2796,2021-10-03
785527,52.038,0,Released,8.5,2,2021-10-03
860623,14.192,0,In Production,0.0,0,2021-10-03
843241,168.941,0,Released,8.5,102,2021-10-03
497698,1021.455,378328978,Released,7.7,5246,2021-10-03
874562,50.432,0,Released,6.0,2,2021-10-03
869617,102.99,0,Released,6.5,32,2021-10-03
550988,13250.324,321000000,Released,8.0,2007,2021-10-04
567748,178.801,0,Released,6.8,365,2021-10-04
639721,280.58,18000000,Released,8.0,97,2021-10-04
580489,4225.219,103000000,Released,7.4,153,2021-10-04
524369,92.05,7300000,Released,6.6,46,2021-10-04
370172,926.964,119000000,Released,7.3,199,2021-10-04
857702,138.463,0,Released,7.0,14,2021-10-04
767504,81.894,0,Released,5.5,16,2021-10-04
740925,194.757,0,Released,6.1,101,2021-10-04
451048,1710.16,209000000,Released,7.8,2813,2021-10-04
802226,95.313,0,Released,5.7,13,2021-10-04
643532,109.854,3265719,Released,6.6,119,2021-10-04
628914,38.318,0,Released,7.4,24,2021-10-04
385128,1553.717,716000000,Released,7.5,3906,2021-10-04
438631,440.052,100000000,Released,8.1,1286,2021-10-04
860623,19.869,0,In Production,0.0,0,2021-10-04
843241,236.517,0,Released,8.5,121,2021-10-04
785527,72.853,0,Released,6.5,4,2021-10-04
497698,1153.479,378328978,Released,7.7,5259,2021-10-04
436969,1723.518,166470323,Released,7.8,4211,2021-10-04
550988,11516.441,321000000,Released,7.9,2095,2021-10-05
580489,4238.873,103000000,Released,7.5,175,2021-10-05
639721,392.812,18000000,Released,8.2,114,2021-10-05
567748,250.321,0,Released,6.7,431,2021-10-05
524369,128.87,7300000,Released,6.5,59,2021-10-05
370172,791.973,119000000,Released,7.3,234,2021-10-05
857702,193.848,0,Released,7.3,18,2021-10-05
767504,114.652,0,Released,5.8,17,2021-10-05
451048,1505.346,209000000,Released,7.8,2825,2021-10-05
619778,876.486,24640084,Released,7.1,685,2021-10-05
547565,117.599,11000000,Released,6.6,55,2021-10-05
740925,272.66,0,Released,6.1,115,2021-10-05
385128,1420.771,716000000,Released,7.5,3920,2021-10-05
438631,366.25,100000000,Released,8.1,1317,2021-10-05
497698,1014.73,378328978,Released,7.7,5269,2021-10-05
802226,133.438,0,Released,5.1,17,2021-10-05
643532,86.016,3265719,Released,6.6,122,2021-10-05
628914,53.645,0,Released,7.3,25,2021-10-05
785527,101.994,0,Released,6.5,4,2021-10-05
860623,27.817,0,In Production,0.0,0,2021-10-05
547565,164.639,11000000,Released,6.7,63,2021-10-06
550988,8808.702,321000000,Released,7.9,2183,2021-10-06
580489,4594.903,103000000,Released,7.5,198,2021-10-06
370172,673.93,119000000,Released,7.4,278,2021-10-06
639721,549.937,18000000,Released,8.0,131,2021-10-06
567748,350.449,0,Released,6.7,479,2021-10-06
524369,180.418,7300000,Released,6.8,68,2021-10-06
512025,24.168,0,Released,7.3,3,2021-10-06
857702,271.387,0,Released,7.2,20,2021-10-06
631843,1211.837,89500000,Released,6.7,1090,2021-10-06
619778,663.911,24640084,Released,7.2,700,2021-10-06
451048,1240.02,209000000,Released,7.8,2841,2021-10-06
497698,873.516,378328978,Released,7.7,5282,2021-10-06
385128,1115.775,716000000,Released,7.5,3933,2021-10-06
879540,7.531,0,Released,8.3,8,2021-10-06
438631,311.985,100000000,Released,8.1,1337,2021-10-06
767504,160.513,0,Released,5.8,22,2021-10-06
740925,381.724,0,Released,6.1,126,2021-10-06
643532,74.522,3265719,Released,6.6,127,2021-10-06
860623,38.944,0,In Production,0.0,0,2021-10-06
547565,230.495,11000000,Released,6.6,77,2021-10-07
512025,33.835,0,Released,6.1,24,2021-10-07
580489,6432.864,103000000,Released,7.4,221,2021-10-07
550988,7783.635,321000000,Released,7.9,2260,2021-10-07
370172,645.84,119000000,Released,7.4,325,2021-10-07
639721,769.912,18000000,Released,8.0,140,2021-10-07
567748,490.629,0,Released,6.7,512,2021-10-07
524369,252.585,7300000,Released,6.7,74,2021-10-07
753453,57.084,0,Released,6.0,19,2021-10-07
631843,1070.667,89500000,Released,6.7,1105,2021-10-07
497698,845.281,378328978,Released,7.7,5307,2021-10-07
619778,591.81,24640084,Released,7.1,711,2021-10-07
385128,1069.15,716000000,Released,7.5,3947,2021-10-07
451048,1200.218,209000000,Released,7.8,2860,2021-10-07
438631,305.104,100000000,Released,8.1,1359,2021-10-07
857702,379.942,0,Released,7.3,23,2021-10-07
879540,10.543,0,Released,8.4,11,2021-10-07
645788,90.464,8115215,Released,6.9,217,2021-10-07
767504,224.718,0,Released,5.6,25,2021-10-07
566525,1413.614,386000000,Released,7.8,1195,2021-10-07
512025,47.369,0,Released,6.4,59,2021-10-08
547565,322.693,14586571,Released,6.8,87,2021-10-08
580489,8830.327,115000000,Released,7.5,246,2021-10-08
550988,7508.219,324000000,Released,7.9,2314,2021-10-08
370172,610.966,119000000,Released,7.3,362,2021-10-08
767499,37.141,0,Released,6.0,1,2021-10-08
639721,1077.877,18000000,Released,7.8,155,2021-10-08
753453,79.918,0,Released,5.8,21,2021-10-08
567748,534.788,0,Released,6.7,561,2021-10-08
796428,33.821,0,Released,5.5,2,2021-10-08
644089,12.76,750000,Released,7.4,12,2021-10-08
385128,1058.802,716000000,Released,7.5,3957,2021-10-08
497698,874.744,378328978,Released,7.7,5334,2021-10-08
524369,353.619,7300000,Released,6.8,78,2021-10-08
451048,1142.244,209000000,Released,7.8,2868,2021-10-08
645788,126.65,8115215,Released,6.9,219,2021-10-08
631843,1028.288,89500000,Released,6.7,1115,2021-10-08
619778,534.381,24640084,Released,7.1,724,2021-10-08
637649,567.887,103966489,Released,7.8,2377,2021-10-08
438631,297.985,100000000,Released,8.1,1374,2021-10-08
767499,51.997,0,Released,5.0,4,2021-10-09
512025,66.317,0,Released,6.2,86,2021-10-09
550988,7639.202,324000000,Released,7.9,2354,2021-10-09
580489,10241.636,127000000,Released,7.6,312,2021-10-09
547565,284.812,14586571,Released,6.8,101,2021-10-09
831405,46.616,0,Released,0.0,0,2021-10-09
370172,671.077,119000000,Released,7.3,411,2021-10-09
796428,47.349,0,Released,5.5,2,2021-10-09
662708,35.342,0,Released,7.5,34,2021-10-09
753453,111.885,0,Released,5.7,25,2021-10-09
770742,34.203,0,Released,6.0,2,2021-10-09
785663,17.769,0,Released,7.0,4,2021-10-09
874948,46.379,0,Released,7.8,2,2021-10-09
639721,1509.028,18000000,Released,7.9,172,2021-10-09
385128,1067.851,716000000,Released,7.5,3974,2021-10-09
567748,489.073,0,Released,6.7,591,2021-10-09
644089,17.864,750000,Released,7.0,13,2021-10-09
826914,38.45,0,Released,7.0,4,2021-10-09
645788,145.817,8115215,Released,6.9,227,2021-10-09
619778,540.002,24640084,Released,7.1,730,2021-10-09
831405,65.262,0,In Production,0.0,0,2021-10-10
580489,11173.275,140000000,Released,7.4,367,2021-10-10
550988,8075.543,324000000,Released,7.9,2418,2021-10-10
767499,72.796,0,Released,4.9,12,2021-10-10
512025,92.844,0,Released,6.1,113,2021-10-10
547565,278.988,14590542,Released,6.9,117,2021-10-10
785663,24.877,0,Released,7.0,9,2021-10-10
662708,49.479,0,Released,7.4,37,2021-10-10
796428,66.289,0,Released,5.3,4,2021-10-10
370172,779.673,144000000,Released,7.4,469,2021-10-10
826914,53.83,0,Released,6.4,8,2021-10-10
385128,1262.729,716000000,Released,7.5,3988,2021-10-10
874948,64.931,0,Released,6.1,4,2021-10-10
770742,47.884,0,Released,6.7,5,2021-10-10
753453,156.639,0,Released,5.9,30,2021-10-10
645788,148.485,8115215,Released,6.9,233,2021-10-10
567748,502.188,0,Released,6.6,642,2021-10-10
639721,2112.639,18000000,Released,7.7,194,2021-10-10
497698,999.006,378328978,Released,7.7,5386,2021-10-10
619778,656.433,24640084,Released,7.1,738,2021-10-10
580489,12374.3,185000000,Released,7.4,412,2021-10-11
831405,91.367,0,Released,6.4,10,2021-10-11
550988,8641.789,324000000,Released,7.9,2485,2021-10-11
767499,101.914,0,Released,4.5,17,2021-10-11
662708,69.271,0,Released,7.4,40,2021-10-11
785663,34.828,0,Released,6.9,14,2021-10-11
547565,267.411,14590542,Released,6.9,124,2021-10-11
826914,75.362,0,Released,5.9,13,2021-10-11
796428,92.805,0,Released,5.6,9,2021-10-11
512025,129.982,0,Released,6.0,136,2021-10-11
370172,834.97,313000000,Released,7.4,531,2021-10-11
385128,1418.769,716000000,Released,7.4,4008,2021-10-11
874948,90.903,0,Released,5.3,5,2021-10-11
631843,1285.604,89500000,Released,6.7,1188,2021-10-11
645788,149.878,8115215,Released,6.9,236,2021-10-11
639721,2957.695,35000000,Released,7.7,214,2021-10-11
497698,1136.446,378328978,Released,7.7,5414,2021-10-11
770742,67.038,0,Released,7.3,17,2021-10-11
567748,519.535,0,Released,6.6,683,2021-10-11
753453,165.79,0,Released,5.7,34,2021-10-11
580489,11957.463,185000000,Released,7.3,445,2021-10-12
831405,127.914,0,Released,8.0,57,2021-10-12
550988,7283.521,324000000,Released,7.9,2529,2021-10-12
826914,105.507,0,Released,6.2,17,2021-10-12
370172,714.595,313000000,Released,7.3,566,2021-10-12
767499,142.68,0,Released,5.3,24,2021-10-12
568620,3740.301,36964325,Released,6.9,619,2021-10-12
662708,96.979,0,Released,7.4,40,2021-10-12
785663,48.759,0,Released,7.5,19,2021-10-12
547565,235.923,14590542,Released,6.9,134,2021-10-12
796428,129.927,0,Released,5.6,10,2021-10-12
585216,607.401,44888959,Released,7.1,560,2021-10-12
438631,398.454,117100000,Released,8.1,1472,2021-10-12
385128,1203.522,716000000,Released,7.4,4024,2021-10-12
639721,3438.263,35000000,Released,7.7,226,2021-10-12
512025,181.975,0,Released,5.9,155,2021-10-12
497698,1001.06,378328978,Released,7.7,5437,2021-10-12
874948,127.264,0,Released,5.3,5,2021-10-12
645788,124.53,8115215,Released,6.9,240,2021-10-12
631843,1075.817,89500000,Released,6.7,1212,2021-10-12
580489,10722.316,185000000,Released,7.2,490,2021-10-13
550988,5864.226,324000000,Released,7.9,2581,2021-10-13
831405,179.08,0,Released,8.2,101,2021-10-13
568620,3146.571,36964325,Released,6.9,630,2021-10-13
826914,147.71,0,Released,6.0,19,2021-10-13
370172,630.284,321000000,Released,7.3,604,2021-10-13
839100,35.711,0,Released,6.0,1,2021-10-13
585216,503.69,44888959,Released,7.1,566,2021-10-13
438631,417.491,117100000,Released,8.1,1483,2021-10-13
785663,68.263,0,Released,7.6,20,2021-10-13
767499,151.397,0,Released,5.4,29,2021-10-13
662708,135.771,0,Released,7.5,42,2021-10-13
547565,171.697,14590542,Released,6.9,144,2021-10-13
385128,1086.853,716000000,Released,7.4,4032,2021-10-13
796428,181.898,0,Released,5.6,10,2021-10-13
639721,2861.106,35000000,Released,7.6,244,2021-10-13
524434,208.658,0,Post Production,0.0,0,2021-10-13
497698,883.0,378328978,Released,7.7,5456,2021-10-13
645788,126.672,8115215,Released,6.8,244,2021-10-13
567748,356.83,0,Released,6.6,740,2021-10-13
580489,10352.991,191000000,Released,7.2,537,2021-10-14
550988,5333.728,324000000,Released,7.8,2622,2021-10-14
595280,16.57,0,Released,5.7,6,2021-10-14
831405,250.712,0,Released,8.2,128,2021-10-14
839100,49.995,0,Released,6.0,1,2021-10-14
370172,596.349,321000000,Released,7.3,644,2021-10-14
826914,206.794,0,Released,6.2,20,2021-10-14
738652,11.609,5400000,Released,6.0,15,2021-10-14
438631,400.124,117600000,Released,8.1,1496,2021-10-14
568620,3101.51,36964325,Released,6.9,637,2021-10-14
533514,35.288,20339624,Released,8.8,122,2021-10-14
610253,367.784,0,Released,8.4,4,2021-10-14
385128,1104.902,716000000,Released,7.4,4040,2021-10-14
585216,435.633,44888959,Released,7.0,575,2021-10-14
809970,3.419,0,Released,8.0,2,2021-10-14
785663,67.536,0,Released,7.4,22,2021-10-14
547565,166.861,14590542,Released,6.8,150,2021-10-14
631843,812.478,89500000,Released,6.7,1239,2021-10-14
497698,865.989,378328978,Released,7.7,5467,2021-10-14
639721,2633.563,35000000,Released,7.6,257,2021-10-14
610253,490.309,0,Released,8.1,16,2021-10-15
580489,9595.454,191000000,Released,7.2,591,2021-10-15
738652,16.253,5400000,Released,6.0,22,2021-10-15
550988,4453.048,324000000,Released,7.8,2650,2021-10-15
595280,23.198,0,Released,5.0,11,2021-10-15
438631,418.297,117600000,Released,8.1,1521,2021-10-15
831405,350.997,0,Released,8.3,138,2021-10-15
370172,558.53,321000000,Released,7.3,671,2021-10-15
826914,289.512,0,Released,6.4,22,2021-10-15
533514,49.403,20339624,Released,8.8,125,2021-10-15
839100,69.993,0,Released,6.1,7,2021-10-15
568620,2524.697,36964325,Released,6.9,646,2021-10-15
633515,9.779,0,Released,7.2,11,2021-10-15
809970,4.787,0,Released,6.5,4,2021-10-15
452019,35.651,0,Released,0.0,0,2021-10-15
385128,999.505,716000000,Released,7.4,4054,2021-10-15
631843,755.29,89500000,Released,6.7,1252,2021-10-15
547565,140.083,14590542,Released,6.8,155,2021-10-15
617653,208.417,0,Released,7.8,35,2021-10-15
497698,771.886,378328978,Released,7.7,5481,2021-10-15
610253,686.433,0,Released,7.8,129,2021-10-16
580489,9295.845,191000000,Released,7.2,639,2021-10-16
738652,22.754,5400000,Released,6.1,23,2021-10-16
633515,13.691,0,Released,7.2,18,2021-10-16
550988,4249.292,324000000,Released,7.8,2697,2021-10-16
760747,5.894,0,Released,7.2,11,2021-10-16
583081,14.972,0,Post Production,0.0,0,2021-10-16
874965,35.725,0,Released,5.5,2,2021-10-16
452019,49.911,0,Released,7.5,2,2021-10-16
595280,32.477,0,Released,5.1,17,2021-10-16
438631,459.903,117600000,Released,8.1,1535,2021-10-16
568620,2186.173,36964325,Released,6.9,653,2021-10-16
617653,229.981,0,Released,7.8,58,2021-10-16
370172,542.788,330000000,Released,7.3,705,2021-10-16
436969,1095.016,167381210,Released,7.8,4381,2021-10-16
831405,491.396,0,Released,8.3,155,2021-10-16
631843,794.16,89500000,Released,6.7,1273,2021-10-16
385128,950.675,716000000,Released,7.4,4068,2021-10-16
547565,133.764,14590542,Released,6.8,163,2021-10-16
839100,97.99,0,Released,6.1,10,2021-10-16
610253,961.006,22800000,Released,7.8,279,2021-10-17
438631,516.924,117600000,Released,8.1,1568,2021-10-17
580489,10175.435,200000000,Released,7.1,692,2021-10-17
633515,19.167,0,Released,7.3,24,2021-10-17
738652,31.856,5400000,Released,6.2,29,2021-10-17
550988,4882.375,324000000,Released,7.8,2766,2021-10-17
760747,8.252,0,Released,7.1,16,2021-10-17
874965,50.015,0,Released,5.8,5,2021-10-17
583081,20.961,0,Post Production,0.0,0,2021-10-17
436969,1325.984,167381210,Released,7.8,4401,2021-10-17
452019,69.875,0,Released,6.4,5,2021-10-17
414906,78.897,0,Post Production,0.0,0,2021-10-17
568620,2594.292,36964325,Released,6.8,659,2021-10-17
370172,636.765,341000000,Released,7.3,751,2021-10-17
595280,45.468,0,Released,6.0,26,2021-10-17
385128,1088.663,716000000,Released,7.4,4074,2021-10-17
617653,269.42,0,Released,7.7,86,2021-10-17
831405,687.954,0,Released,8.2,168,2021-10-17
335983,3383.577,855013954,Released,6.8,11750,2021-10-17
631843,940.687,89500000,Released,6.7,1287,2021-10-17
